"game_id","season","team","opponent","spread_line","coach","roof","ats_win","location","epa","pass_yds_per_attempt","rush_yds_per_attempt","int","fumbles_lost","penalty_yards","def_epa","def_pass_yds_per_attempt","def_rush_yds_per_attempt","def_int","forced_fumbles","def_penlty_yards"
"2002_02_OAK_PIT",2002,"PIT","OAK",4,"Bill Cowher","outdoors","lose","home",-0.326696342378675,11.1666666666667,4,1,4,0,0.04755219079813,9.37209302325581,5.58823529411765,2,0,19
"2002_02_PHI_WAS",2002,"WAS","PHI",-3,"Steve Spurrier","outdoors","lose","home",-0.301633839395539,7.4375,4.94444444444444,2,1,15,0.210989125427006,11.2307692307692,6,0,0,15
"2002_03_NO_CHI",2002,"CHI","NO",-2,"Dick Jauron","outdoors","lose","home",-0.00310174073382324,9.07692307692308,4.16666666666667,1,0,0,0.00835745146978491,10.5909090909091,3.04166666666667,1,2,0
"2002_03_IND_HOU",2002,"HOU","IND",-10.5,"Dom Capers","open","lose","home",-0.275343551489093,8.25,4.2,1,1,15,-0.0314504094112216,12.952380952381,3.25925925925926,0,2,0
"2002_03_NYJ_MIA",2002,"MIA","NYJ",6,"Dave Wannstedt","outdoors","win","home",0.137044776523396,11.5625,6.02857142857143,0,0,0,-0.377372513236663,9.8125,2.80952380952381,3,1,0
"2002_03_CAR_MIN",2002,"MIN","CAR",6.5,"Mike Tice","dome","lose","home",-0.275724330969168,10.0526315789474,4.05555555555556,4,1,15,0.0294104638375759,11.05,4.96969696969697,2,0,15
"2002_03_KC_NE",2002,"NE","KC",8.5,"Bill Belichick","outdoors","lose","home",0.169521590707244,10.5128205128205,4.85,1,0,0,0.179142724131163,9.3125,6.5,2,1,0
"2002_03_DAL_PHI",2002,"PHI","DAL",10,"Andy Reid","outdoors","win","home",0.0997146155208029,11.8846153846154,5.88461538461539,0,2,15,-0.279233270274902,9.57142857142857,4.48148148148148,1,3,15
"2002_03_CLE_TEN",2002,"TEN","CLE",4.5,"Jeff Fisher","outdoors","lose","home",-0.0714342059177477,7.13333333333333,2.63636363636364,0,0,12,-0.0118126557760756,9.05555555555556,4.6,1,2,5
"2002_03_SD_ARI",2002,"ARI","SD",-2.5,"Dave McGinnis","outdoors","lose","home",-0.200844783771287,14.3125,4.61904761904762,2,1,60,-0.015034459472853,10.6470588235294,3.67647058823529,1,0,10
"2002_03_BUF_DEN",2002,"DEN","BUF",7.5,"Mike Shanahan","outdoors","lose","home",0.0602951448368784,11.1052631578947,5.72413793103448,0,0,25,0.0143507529472419,10.4814814814815,2.78571428571429,0,1,0
"2002_03_GB_DET",2002,"DET","GB",-7.5,"Marty Mornhinweg","dome","win","home",-0.33241314603696,12.1333333333333,4.52380952380952,4,1,5,0.0620344973396879,11.5161290322581,3.2,1,2,0
"2002_03_SEA_NYG",2002,"NYG","SEA",5.5,"Jim Fassel","outdoors","lose","home",-0.0848515761316853,12.2608695652174,2.68571428571429,0,0,0,-0.228758832534692,7.375,2.22222222222222,1,0,0
"2002_03_WAS_SF",2002,"SF","WAS",10,"Steve Mariucci","outdoors","push","home",0.0253562026242139,8.33333333333333,6.53846153846154,1,0,0,-0.185923137123674,10.1666666666667,3.5625,1,1,0
"2002_03_CIN_ATL",2002,"ATL","CIN",7,"Dan Reeves","dome","win","home",0.0997739916542932,10.875,4.26470588235294,0,0,50,-0.349198710412666,7.55555555555556,3.63157894736842,2,0,20
"2002_03_STL_TB",2002,"TB","STL",-1.5,"Jon Gruden","outdoors","win","home",-0.0355072620594852,8.65217391304348,3.9375,0,1,0,-0.168246240911789,10.0333333333333,4.45,4,0,25
"2002_04_CHI_BUF",2002,"BUF","CHI",3,"Gregg Williams","outdoors","win","home",0.124142784139431,11.7142857142857,4.12,0,1,25,-0.00963602387804207,9.89473684210526,2.12,0,0,0
"2002_04_NO_DET",2002,"DET","NO",-9,"Marty Mornhinweg","dome","win","home",-0.0881931737786064,13.35,3.14285714285714,0,0,0,-0.0835452187807178,9.96296296296296,6.875,2,1,0
"2002_04_CAR_GB",2002,"GB","CAR",6.5,"Mike Sherman","outdoors","lose","home",-0.129986575081394,12.1578947368421,4.76190476190476,1,0,15,-0.0850791691126764,20.2,3.97142857142857,0,3,5
"2002_04_NYJ_JAX",2002,"JAX","NYJ",3.5,"Tom Coughlin","outdoors","win","home",0.267909985512766,17.3,5.575,0,0,0,-0.25634800580633,13.3809523809524,3.54545454545455,2,2,0
"2002_04_MIA_KC",2002,"KC","MIA",-3,"Dick Vermeil","outdoors","win","home",0.239564880453926,13.6666666666667,3.6969696969697,0,0,43,-0.0240399758891552,10.6896551724138,5.52631578947368,4,1,26
"2002_04_HOU_PHI",2002,"PHI","HOU",19,"Andy Reid","outdoors","lose","home",0.0213437225795024,12.64,3.67857142857143,1,2,15,-0.250368352728046,11.75,3.79166666666667,2,1,10
"2002_04_CLE_PIT",2002,"PIT","CLE",6,"Bill Cowher","outdoors","lose","home",-0.0362204793662385,10.1923076923077,2.84848484848485,2,0,0,-0.082220549898164,9,5.125,2,0,0
"2002_04_NYG_ARI",2002,"ARI","NYG",-3,"Dave McGinnis","outdoors","win","home",-0.12042776376581,7.30434782608696,2.83333333333333,0,1,0,-0.303814405398575,10.4736842105263,3.94117647058824,2,1,12
"2002_04_TB_CIN",2002,"CIN","TB",-6.5,"Dick LeBeau","outdoors","lose","home",-0.472764037489497,9.75,2.55172413793103,1,1,15,-0.0666480204847176,14.5789473684211,3.60714285714286,2,1,15
"2002_04_MIN_SEA",2002,"SEA","MIN",3,"Mike Holmgren","outdoors","win","home",0.198666125932691,17.0769230769231,5.12903225806452,0,1,18,0.0164023434520348,9.41379310344828,6.0625,2,0,30
"2002_04_DEN_BAL",2002,"BAL","DEN",-9,"Brian Billick","outdoors","win","home",-0.130821441124091,11.6923076923077,3.22222222222222,0,2,24,-0.000457136409070909,9.37142857142857,4.61904761904762,3,0,15
"2002_05_TB_ATL",2002,"ATL","TB",2.5,"Dan Reeves","dome","lose","home",-0.406735041642121,11,3.18181818181818,4,0,5,-0.0604509198533654,15.3529411764706,2.84615384615385,1,1,0
"2002_05_OAK_BUF",2002,"BUF","OAK",-3,"Gregg Williams","outdoors","lose","home",-0.00353951003711353,13.03125,4.44444444444444,3,0,15,0.503951739147306,15.5217391304348,7.09523809523809,0,0,30
"2002_05_ARI_CAR",2002,"CAR","ARI",5,"John Fox","outdoors","lose","home",-0.292090528023848,9.8,2.56521739130435,2,2,0,-0.134024391507236,12.2777777777778,3.13793103448276,1,0,0
"2002_05_NYG_DAL",2002,"DAL","NYG",-1.5,"Dave Campo","outdoors","lose","home",-0.043234243146574,11.3913043478261,3.95833333333333,0,0,0,0.110221031561531,12.6666666666667,3.71428571428571,1,1,0
"2002_05_CIN_IND",2002,"IND","CIN",13.5,"Tony Dungy","dome","lose","home",0.00365694565196714,10.6666666666667,3.66666666666667,1,0,4,0.0335980691215538,7.87096774193548,7.20833333333333,3,0,0
"2002_05_NE_MIA",2002,"MIA","NE",3,"Dave Wannstedt","outdoors","win","home",0.0374198771627246,11.1764705882353,3.2093023255814,0,1,5,-0.138140057807152,14.1176470588235,2.17647058823529,2,1,15
"2002_05_PIT_NO",2002,"NO","PIT",3,"Jim Haslett","dome","push","home",0.15502341699626,15.7692307692308,4.73076923076923,0,0,15,0.17358024790356,12.1818181818182,4.61538461538461,1,1,0
"2002_05_WAS_TEN",2002,"TEN","WAS",3.5,"Jeff Fisher","outdoors","lose","home",-0.0974145810629626,10.2083333333333,3.93333333333333,3,1,0,0.36393480365028,13.3181818181818,5.41379310344828,0,0,15
"2002_05_SD_DEN",2002,"DEN","SD",6.5,"Mike Shanahan","outdoors","win","home",0.14770515692713,12.1538461538462,4.28571428571429,1,0,0,-0.149646823509205,9.03846153846154,4.38888888888889,2,1,0
"2002_05_KC_NYJ",2002,"NYJ","KC",-3,"Herm Edwards","outdoors","lose","home",0.173824551218942,10.7727272727273,5.44444444444444,1,0,0,0.339440813958053,12.8695652173913,7.67857142857143,1,0,0
"2002_05_PHI_JAX",2002,"JAX","PHI",-3,"Tom Coughlin","outdoors","win","home",0.0472624631980896,15.1538461538462,2.59259259259259,0,0,0,0.137617686743874,8.21428571428571,6.63333333333333,0,0,5
"2002_05_STL_SF",2002,"SF","STL",6,"Steve Mariucci","outdoors","win","home",0.278539375630076,11.8888888888889,6.92307692307692,0,0,0,-0.124241450504374,10.0869565217391,3.66666666666667,2,0,10
"2002_05_BAL_CLE",2002,"CLE","BAL",6,"Butch Davis","outdoors","lose","home",-0.0325424875427902,13.6551724137931,3.64705882352941,4,1,26,0.100353625046138,10.9473684210526,5.91176470588235,0,1,0
"2002_05_GB_CHI",2002,"CHI","GB",1,"Dick Jauron","outdoors","lose","home",-0.183954555653053,13.0740740740741,2.8125,3,0,15,0.15517759636256,16.3181818181818,4.13333333333333,0,1,30
"2002_06_PIT_CIN",2002,"CIN","PIT",-6.5,"Dick LeBeau","outdoors","lose","home",-0.295340510454808,9.65217391304348,3.43478260869565,3,1,30,0.187439361418183,13.5,6.02857142857143,2,0,0
"2002_06_CAR_DAL",2002,"DAL","CAR",2,"Dave Campo","outdoors","lose","home",-0.128221729953845,15,5.70833333333333,1,1,30,-0.0174919370731733,12.375,3.23529411764706,0,0,0
"2002_06_BUF_HOU",2002,"HOU","BUF",-7,"Dom Capers","closed","push","home",0.0315085174910849,17.1538461538462,4.86206896551724,0,0,15,0.203265967191383,13.3684210526316,5.24242424242424,0,1,46
"2002_06_BAL_IND",2002,"IND","BAL",6.5,"Tony Dungy","dome","lose","home",-0.158751627468301,9.46666666666667,3.15789473684211,1,0,0,-0.115171674206437,10.8666666666667,4.03846153846154,1,1,0
"2002_06_DET_MIN",2002,"MIN","DET",4.5,"Mike Tice","dome","win","home",0.109746902842216,10.9259259259259,4.44,1,0,0,0.0273637234230033,12.36,3.11764705882353,1,0,10
"2002_06_GB_NE",2002,"NE","GB",4.5,"Bill Belichick","outdoors","lose","home",-0.176869066026841,7.625,5.59090909090909,3,1,0,0.131432163893038,8.64705882352941,4.38888888888889,0,0,0
"2002_06_ATL_NYG",2002,"NYG","ATL",6,"Jim Fassel","outdoors","lose","home",0.037800590670965,10.2,4.18518518518519,1,1,15,0.241161113118516,13.5263157894737,2.79166666666667,0,0,0
"2002_06_CLE_TB",2002,"TB","CLE",7.5,"Jon Gruden","outdoors","win","home",-0.0456342832776615,12.9333333333333,4.89473684210526,1,0,36,-0.289477130574229,7.55,3.33333333333333,1,0,15
"2002_06_NO_WAS",2002,"WAS","NO",-1.5,"Steve Spurrier","outdoors","lose","home",-0.235029129326207,15.2380952380952,3.17647058823529,4,1,24,-0.0395521629860614,17.0833333333333,3.96774193548387,1,0,33
"2002_06_JAX_TEN",2002,"TEN","JAX",-1.5,"Jeff Fisher","outdoors","win","home",0.076833111361288,8.69230769230769,4.05263157894737,0,1,10,-0.0323717435296602,12,5.24,2,0,15
"2002_06_MIA_DEN",2002,"DEN","MIA",3.5,"Mike Shanahan","outdoors","lose","home",-0.168778727258205,12.4074074074074,4.26923076923077,2,1,14,-0.081275219494958,11.0526315789474,2.52173913043478,1,1,0
"2002_06_SF_SEA",2002,"SEA","SF",-3,"Mike Holmgren","outdoors","lose","home",0.079324360278904,10.0952380952381,4.1,2,0,0,0.305288064856273,12.625,5.62068965517241,0,0,30
"2002_07_CAR_ATL",2002,"ATL","CAR",4,"Dan Reeves","dome","win","home",0.250199883476014,10.7,4.79487179487179,0,0,15,-0.272138140545519,14,4.80952380952381,1,0,0
"2002_07_JAX_BAL",2002,"BAL","JAX",-1.5,"Brian Billick","outdoors","win","home",-0.148297358720806,10.8571428571429,3.6875,0,2,10,-0.131887031822031,9.625,5.76666666666667,3,0,10
"2002_07_CHI_DET",2002,"DET","CHI",-3,"Marty Mornhinweg","dome","win","home",-0.0744925860587778,12.4375,4.92307692307692,0,1,15,-0.190951504155324,10.1875,3,1,2,0
"2002_07_DEN_KC",2002,"KC","DEN",-3,"Dick Vermeil","outdoors","push","home",0.0256603264873778,8.6,5.2258064516129,0,0,20,0.229571234902194,12.5333333333333,5.22222222222222,0,1,0
"2002_07_BUF_MIA",2002,"MIA","BUF",6,"Dave Wannstedt","outdoors","lose","home",-0.350176230945979,12.6923076923077,3.88235294117647,4,2,0,-0.0435951013913165,12.1333333333333,5.36,0,0,15
"2002_07_SF_NO",2002,"NO","SF",1.5,"Jim Haslett","dome","win","home",0.230420404455982,11.0434782608696,6.62962962962963,0,1,10,0.236187354925233,11.9565217391304,5.72,1,1,0
"2002_07_MIN_NYJ",2002,"NYJ","MIN",3,"Herm Edwards","outdoors","win","home",0.249296306084402,13.5,3.13793103448276,0,0,30,0.0612910670151318,11.0769230769231,4.39130434782609,3,1,15
"2002_07_HOU_CLE",2002,"CLE","HOU",8.5,"Butch Davis","outdoors","win","home",-0.0927811548408145,7.04761904761905,3.70833333333333,0,0,0,-0.00407563219474224,13.304347826087,4.04545454545455,0,1,5
"2002_07_DAL_ARI",2002,"ARI","DAL",3.5,"Dave McGinnis","outdoors","lose","home",-0.129958795014043,10.0869565217391,4,0,1,0,-0.0807453875680522,15.5384615384615,4.11111111111111,4,0,0
"2002_07_WAS_GB",2002,"GB","WAS",7,"Mike Sherman","outdoors","win","home",-0.0612204034695686,8.35,3.52,0,1,15,-0.289313254504745,13.5,4.29411764705882,0,4,15
"2002_07_TB_PHI",2002,"PHI","TB",3,"Andy Reid","outdoors","win","home",-0.203061466512239,10.5833333333333,5.19354838709677,1,1,15,-0.239438470542191,6.73913043478261,3.85714285714286,1,1,21
"2002_07_IND_PIT",2002,"PIT","IND",4.5,"Bill Cowher","outdoors","win","home",0.173833192271896,12.5333333333333,5.51515151515152,1,0,0,-0.0462547348329939,9.5,3.42857142857143,3,0,15
"2002_08_PIT_BAL",2002,"BAL","PIT",-3,"Brian Billick","outdoors","lose","home",-0.0200384567825298,10.2758620689655,3.19047619047619,3,1,30,0.0993986517946041,9.42105263157895,3.96296296296296,1,0,0
"2002_08_DET_BUF",2002,"BUF","DET",7.5,"Gregg Williams","outdoors","lose","home",0.0369949466502922,14.3809523809524,3.45454545454545,0,1,8,-0.098433552631878,9.95,3.45833333333333,1,0,0
"2002_08_TB_CAR",2002,"CAR","TB",-8,"John Fox","outdoors","win","home",-0.397350344591413,9.2,3.7,3,0,15,-0.256202634314625,8.08695652173913,2.62962962962963,1,1,0
"2002_08_TEN_CIN",2002,"CIN","TEN",-4.5,"Dick LeBeau","outdoors","lose","home",0.157951043165186,11.3529411764706,4.775,0,0,0,0.239901275790242,13.4375,5.44,0,1,50
"2002_08_SEA_DAL",2002,"DAL","SEA",2,"Dave Campo","outdoors","lose","home",-0.0996623683878976,12.0833333333333,3.75,0,1,14,-0.0298880693761075,9.31578947368421,2.85294117647059,2,0,25
"2002_08_OAK_KC",2002,"KC","OAK",-2.5,"Dick Vermeil","outdoors","win","home",-0.00510742781066811,11.5555555555556,4.43333333333333,2,0,0,0.0262475939962972,9.54285714285714,5.25,1,1,3
"2002_08_CHI_MIN",2002,"MIN","CHI",2,"Mike Tice","dome","win","home",0.086145551174144,9.81818181818182,3.36363636363636,0,1,0,-0.334768707778457,12.75,3.66666666666667,2,1,25
"2002_08_ATL_NO",2002,"NO","ATL",3.5,"Jim Haslett","dome","lose","home",0.0809934288167868,12,6.625,2,1,43,0.242516933968806,12.1875,6.84210526315789,0,2,0
"2002_08_CLE_NYJ",2002,"NYJ","CLE",3,"Herm Edwards","outdoors","lose","home",-0.140505364636211,9.63157894736842,3.52631578947368,1,2,0,0.0820109291198118,9.1875,2.8,0,0,0
"2002_08_ARI_SF",2002,"SF","ARI",8.5,"Steve Mariucci","outdoors","win","home",0.301132393632094,14,3.96296296296296,0,0,15,0.1919607817267,11.9166666666667,5.84615384615385,3,1,15
"2002_08_HOU_JAX",2002,"JAX","HOU",11,"Tom Coughlin","outdoors","lose","home",-0.106086703141405,12.625,3.9375,0,0,25,-0.0272113259564583,16.7272727272727,2.61290322580645,0,1,25
"2002_08_DEN_NE",2002,"NE","DEN",3,"Bill Belichick","outdoors","lose","home",-0.181633485652669,8.66666666666667,3.63157894736842,0,0,15,0.154223720223929,12.7222222222222,3.63157894736842,1,1,0
"2002_08_IND_WAS",2002,"WAS","IND",1,"Steve Spurrier","outdoors","win","home",-0.00447901801404223,12.3529411764706,4.61111111111111,0,1,0,0.00173105917981593,10.1904761904762,3.31578947368421,2,1,0
"2002_08_NYG_PHI",2002,"PHI","NYG",7,"Andy Reid","outdoors","win","home",0.117533916851313,9.78571428571429,7.375,0,0,0,-0.120311578298696,12.55,4.72727272727273,0,1,40
"2002_09_BAL_ATL",2002,"ATL","BAL",7,"Dan Reeves","dome","lose","home",-0.145105454187386,11.3333333333333,4.16129032258065,1,0,0,-0.0423016982966444,16.3571428571429,6.375,1,1,10
"2002_09_NE_BUF",2002,"BUF","NE",3,"Gregg Williams","outdoors","lose","home",-0.0139182394720279,10.7857142857143,5,1,0,37,0.409298626911724,12.0454545454545,4.57142857142857,0,0,10
"2002_09_PHI_CHI",2002,"CHI","PHI",-7,"Dick Jauron","outdoors","win","home",-0.22001011770198,10.7894736842105,3.08333333333333,0,1,40,-0.0928721449649656,11.6111111111111,3.16216216216216,1,0,55
"2002_09_PIT_CLE",2002,"CLE","PIT",-3.5,"Butch Davis","outdoors","win","home",-0.206162276910618,12.0666666666667,2.84615384615385,2,1,0,0.0176495036939082,10.6,3.48717948717949,1,0,40
"2002_09_DAL_DET",2002,"DET","DAL",3,"Marty Mornhinweg","dome","lose","home",-0.434813919349178,7.42857142857143,2.26086956521739,2,0,15,-0.273916916572489,9.45454545454546,2.76923076923077,0,2,4
"2002_09_CIN_HOU",2002,"HOU","CIN",2.5,"Dom Capers","closed","lose","home",-0.371899455247568,11.0555555555556,3.28,2,0,15,0.361880911828486,11.9545454545455,3.62857142857143,0,0,15
"2002_09_TEN_IND",2002,"IND","TEN",3,"Tony Dungy","dome","lose","home",-0.152308866889674,8.83783783783784,4.21052631578947,1,2,15,0.0414378072267803,5.85714285714286,4.42857142857143,0,0,13
"2002_09_MIN_TB",2002,"TB","MIN",7.5,"Jon Gruden","outdoors","win","home",0.355173090109269,13.0416666666667,4.43333333333333,0,0,13,0.14461469430933,12.5,7.52173913043478,2,0,17
"2002_09_STL_ARI",2002,"ARI","STL",-5,"Dave McGinnis","outdoors","lose","home",-0.219583793961005,10.1578947368421,3.36842105263158,1,2,20,0.104462385569383,12.25,5.33333333333333,2,0,20
"2002_09_WAS_SEA",2002,"SEA","WAS",2,"Mike Holmgren","outdoors","lose","home",-0.150204145077907,9.42857142857143,3.36,0,2,41,0.0386948730093926,11.4,5.25,1,0,22
"2002_09_JAX_NYG",2002,"NYG","JAX",3,"Jim Fassel","outdoors","win","home",0.153924661029599,11.4,5.05714285714286,0,1,5,-0.00605797221905694,10,6.3,0,1,27
"2002_09_MIA_GB",2002,"GB","MIA",4.5,"Mike Sherman","outdoors","win","home",-0.0482638229284287,11.0588235294118,4.77272727272727,1,0,15,-0.294727837832864,9,4.76666666666667,2,2,5
"2002_10_CIN_BAL",2002,"BAL","CIN",4,"Brian Billick","outdoors","win","home",0.119623900254461,11.4375,5.68965517241379,0,1,2,-0.0389314599947698,9.71428571428571,4.39285714285714,3,2,24
"2002_10_NO_CAR",2002,"CAR","NO",-4,"John Fox","outdoors","lose","home",-0.10471186974281,13.4782608695652,3.7037037037037,1,1,4,0.0359980337074372,12.95,3.88,0,0,10
"2002_10_DET_GB",2002,"GB","DET",10.5,"Mike Sherman","outdoors","win","home",0.111260677625727,12.5172413793103,4.41176470588235,0,2,0,-0.301474799332694,11.8,7.41176470588235,2,0,0
"2002_10_NYG_MIN",2002,"MIN","NYG",-1.5,"Mike Tice","dome","lose","home",-0.130701705927248,14.6666666666667,8.61538461538461,0,2,15,0.0917818863118042,12,4.82857142857143,1,0,15
"2002_10_IND_PHI",2002,"PHI","IND",9.5,"Andy Reid","outdoors","lose","home",-0.22746617523687,10.4074074074074,4.77272727272727,0,2,0,0.350311001315963,17.7222222222222,3.62857142857143,0,1,10
"2002_10_ATL_PIT",2002,"PIT","ATL",5.5,"Bill Cowher","outdoors","lose","home",0.116679821256167,16.8928571428571,4.33333333333333,1,1,10,0.0858550171669266,12.25,5.41935483870968,0,2,30
"2002_10_HOU_TEN",2002,"TEN","HOU",9,"Jeff Fisher","outdoors","lose","home",-0.127446386761882,10.9,3.89189189189189,2,0,0,-0.314938297012981,9.57894736842105,2.58333333333333,2,1,24
"2002_10_SEA_ARI",2002,"ARI","SEA",3,"Dave McGinnis","outdoors","lose","home",-0.141726328353329,13.2941176470588,3.82758620689655,2,3,5,0.270482271941206,11.304347826087,4.19444444444444,0,0,5
"2002_10_WAS_JAX",2002,"JAX","WAS",1.5,"Tom Coughlin","outdoors","win","home",0.0264099962907902,10.2105263157895,4.4375,0,0,15,-0.145641563658124,9.48148148148148,4.25,3,0,10
"2002_10_NE_CHI",2002,"CHI","NE",-5,"Dick Jauron","outdoors","win","home",-0.0608086186407627,11.4375,4.46428571428571,1,0,0,0.0492093113757712,9.11111111111111,4.31578947368421,1,1,15
"2002_10_KC_SF",2002,"SF","KC",5,"Steve Mariucci","outdoors","lose","home",0.0936273898598345,7,4.90625,1,0,0,0.0907419505712028,12.8666666666667,5,0,0,0
"2002_10_MIA_NYJ",2002,"NYJ","MIA",2.5,"Herm Edwards","outdoors","win","home",-0.0970394561068779,9.82352941176471,3.41379310344828,0,0,0,-0.0990922665191794,11.9473684210526,3,0,2,0
"2002_10_OAK_DEN",2002,"DEN","OAK",6,"Mike Shanahan","outdoors","lose","home",-0.131891513793959,8.61764705882353,3.5,1,0,5,0.413510278287004,10.3529411764706,1.92857142857143,0,0,15
"2002_11_NO_ATL",2002,"ATL","NO",1.5,"Dan Reeves","dome","win","home",0.0463380066519711,14.5454545454545,4.54285714285714,1,0,25,0.0854104601494013,13.95,3.80952380952381,1,1,0
"2002_11_CLE_CIN",2002,"CIN","CLE",-3,"Dick LeBeau","outdoors","lose","home",0.0274376659699121,15.1764705882353,4.63636363636364,0,0,0,0.17831527526288,11,4,1,0,0
"2002_11_JAX_HOU",2002,"HOU","JAX",-6.5,"Dom Capers","open","win","home",-0.07387840524344,10.3636363636364,2.78571428571429,1,0,0,-0.0595945220838264,14.9333333333333,4.35714285714286,1,0,0
"2002_11_DAL_IND",2002,"IND","DAL",6.5,"Tony Dungy","dome","win","home",-0.0138205815072252,8.68965517241379,3.64516129032258,1,0,0,-0.443202796598885,11.9090909090909,4.66666666666667,0,2,0
"2002_11_BUF_KC",2002,"KC","BUF",3.5,"Dick Vermeil","outdoors","lose","home",0.0553646062455447,16.4166666666667,3.45945945945946,0,0,15,0.139795035367033,9.375,5.11538461538461,1,0,36
"2002_11_GB_MIN",2002,"MIN","GB",-6.5,"Mike Tice","dome","win","home",0.0736230184040328,16.6923076923077,5.89189189189189,2,1,0,-0.058376919388481,12.3333333333333,3.94444444444444,3,0,58
"2002_11_WAS_NYG",2002,"NYG","WAS",3.5,"Jim Fassel","outdoors","lose","home",-0.280130576705802,9.59090909090909,2.31578947368421,2,1,5,-0.241677920653623,7.53333333333333,2.85714285714286,1,0,15
"2002_11_ARI_PHI",2002,"PHI","ARI",12,"Andy Reid","outdoors","win","home",0.247117513859442,12.75,4.93023255813953,1,1,25,-0.109368745930161,8.15,6.2,1,0,0
"2002_11_PIT_TEN",2002,"TEN","PIT",-3,"Jeff Fisher","outdoors","win","home",0.0888136839001538,14.2777777777778,3.44444444444444,0,1,0,0.0875232594644149,11.7777777777778,3,3,0,0
"2002_11_CAR_TB",2002,"TB","CAR",8,"Jon Gruden","outdoors","win","home",-0.0753063868493827,11.5,2.55555555555556,0,2,5,-0.311383094258001,9.31818181818182,3.31578947368421,3,1,0
"2002_11_NYJ_DET",2002,"DET","NYJ",-3,"Marty Mornhinweg","dome","lose","home",-0.156497185381595,11.4,5.4,1,0,0,0.389694123124199,10.9047619047619,5.33333333333333,1,0,12
"2002_11_BAL_MIA",2002,"MIA","BAL",5,"Dave Wannstedt","outdoors","win","home",0.0747542229955403,12.2777777777778,3.30555555555556,0,0,15,-0.318473085378563,9.07142857142857,3.19047619047619,1,0,15
"2002_11_DEN_SEA",2002,"SEA","DEN",-5.5,"Mike Holmgren","outdoors","lose","home",-0.350406592336838,8.18181818181818,3.1875,2,1,14,0.253913644149876,11,5.94117647058824,1,0,0
"2002_12_TEN_BAL",2002,"BAL","TEN",-2.5,"Brian Billick","outdoors","win","home",-0.426139917412664,9.90909090909091,4.79166666666667,1,1,15,-0.179285289466469,13.4545454545455,4.03333333333333,3,1,0
"2002_12_ATL_CAR",2002,"CAR","ATL",-3.5,"John Fox","outdoors","lose","home",-0.726769527100259,8.84615384615385,5.07142857142857,4,1,0,0.209918961152071,13.85,3.37777777777778,0,1,40
"2002_12_DET_CHI",2002,"CHI","DET",5,"Dick Jauron","outdoors","lose","home",-0.0274860331185866,11.6451612903226,3,0,1,0,-0.0897762238974758,10.1428571428571,3.51724137931034,1,1,25
"2002_12_JAX_DAL",2002,"DAL","JAX",-2.5,"Dave Campo","outdoors","win","home",0.0447654017630634,18.8125,3.80645161290323,2,1,24,-0.062529331254696,9.18181818181818,5.07692307692308,1,2,15
"2002_12_SD_MIA",2002,"MIA","SD",4,"Dave Wannstedt","outdoors","win","home",0.152740054171386,13.8571428571429,5.04545454545455,0,0,10,-0.277137708881126,7.13333333333333,3.42105263157895,1,0,30
"2002_12_MIN_NE",2002,"NE","MIN",8,"Bill Belichick","outdoors","lose","home",-0.021205291969454,11.3809523809524,2.64516129032258,0,0,0,0.00467911924039538,11.3333333333333,6.12,0,3,17
"2002_12_CLE_NO",2002,"NO","CLE",5.5,"Jim Haslett","dome","lose","home",-0.177772339330769,13.8260869565217,3.52380952380952,3,2,0,0.0848239564297709,15.1666666666667,4.71428571428571,2,0,0
"2002_12_BUF_NYJ",2002,"NYJ","BUF",3,"Herm Edwards","outdoors","win","home",0.164114610874993,11.8666666666667,4.18918918918919,0,0,15,-0.0519964192620464,8.08695652173913,4.4,2,1,0
"2002_12_CIN_PIT",2002,"PIT","CIN",10.5,"Bill Cowher","outdoors","lose","home",0.132778920165151,10.7272727272727,4.78787878787879,0,0,0,0.120898986337363,13.5454545454545,2.57142857142857,0,0,10
"2002_12_STL_WAS",2002,"WAS","STL",-3.5,"Steve Spurrier","outdoors","win","home",0.209446008594144,14.6875,3.36842105263158,0,0,20,0.153038693633545,8.85294117647059,4.94117647058824,1,1,40
"2002_12_OAK_ARI",2002,"ARI","OAK",-9.5,"Dave McGinnis","outdoors","lose","home",-0.164372753304184,9.0625,6.6,2,1,30,0.219956192647985,12.5925925925926,5.05405405405405,1,0,20
"2002_12_KC_SEA",2002,"SEA","KC",-3.5,"Mike Holmgren","outdoors","win","home",0.446578712787979,14.48,6.24137931034483,0,0,18,0.435579465566392,13.1923076923077,8.34615384615385,1,0,0
"2002_12_NYG_HOU",2002,"HOU","NYG",-5.5,"Dom Capers","open","win","home",-0.22950012075128,10.3,3.51428571428571,0,1,25,-0.132710624995077,11.8888888888889,6.46153846153846,2,1,10
"2002_12_GB_TB",2002,"TB","GB",3,"Jon Gruden","outdoors","win","home",-0.195650079817307,9.27777777777778,3.72,1,0,25,-0.289159439806099,9.8,4.17391304347826,4,0,18
"2002_12_IND_DEN",2002,"DEN","IND",6,"Mike Shanahan","outdoors","lose","home",-0.00377566235814205,12.3333333333333,5.13636363636364,2,0,10,0.0937358149897771,8.48148148148148,3.39473684210526,1,1,3
"2002_12_PHI_SF",2002,"SF","PHI",7,"Steve Mariucci","outdoors","lose","home",-0.0669653106601518,9.36111111111111,5.77777777777778,0,0,26,0.227296694883233,11.6190476190476,3.79310344827586,0,0,10
